Education,Has_Partner,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spent,Spending_Ratio,Children_Home,Customer_Tenure_Days
Graduation,1,69508,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,34,1135,0.016329055648270703,1,592
2n Cycle,1,45204,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,26,114,0.00252190071675073,1,79
Graduation,1,72460,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,45,1047,0.014449351366271046,0,227
PhD,1,77622,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,44,714,0.009198423127463863,2,76
PhD,1,30732,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,34,185,0.006019783938565664,1,540
Graduation,0,63887,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,52,1245,0.019487532674879085,1,659
Graduation,1,42011,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,36,189,0.004498821737164076,1,460
Graduation,1,51369,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,38,576,0.011212988378204754,1,612
Graduation,0,51537,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,62,1103,0.02140209946252207,1,567
PhD,1,79930,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,42,1753,0.02193169022895033,0,690
PhD,1,34320,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,28,17,0.0004953379953379954,1,133
Graduation,0,37070,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,48,433,0.011680604262206636,2,466
2n Cycle,0,81975,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,52,1588,0.01937175968283013,1,540
Graduation,1,38590,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,43,22,0.0005700958797615963,1,410
Graduation,0,15033,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,63,19,0.0012638861172088072,0,74
PhD,1,62745,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,49,1117,0.01780221531596143,1,463
2n Cycle,1,22212,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,39,69,0.0031064289573203676,1,202
Master,1,23661,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,32,23,0.0009720637335700098,1,207
PhD,0,79761,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,56,605,0.007585160667494139,1,268
Graduation,0,7500,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,41,57,0.0076,1,185
2n Cycle,0,60182,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,121,22,0.0003655578079824532,1,43
Graduation,0,73455,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,46,2088,0.028425566673473554,0,244
Graduation,1,64961,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,56,1009,0.01553239636089346,1,553
Graduation,0,22804,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,43,26,0.0011401508507279424,1,333
Graduation,1,73687,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,24,1627,0.022079878404603254,0,213
Graduation,1,61074,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,56,1102,0.018043684710351376,1,681
PhD,1,31686,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,50,17,0.000536514549012182,2,24
Graduation,1,80134,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,42,1690,0.021089674794718846,1,405
Graduation,1,75027,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,61,1390,0.018526663734388955,1,536
PhD,1,67546,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,26,2126,0.03147484677108933,0,667
Master,1,65176,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,45,1531,0.02349024180680005,1,608
Master,0,31160,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,39,64,0.0020539152759948653,1,286
Graduation,0,29938,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,29,26,0.0008684614870732848,1,245
Graduation,0,102692,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,40,1112,0.01082849686441008,0,450
2n Cycle,1,26490,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,56,210,0.007927519818799546,0,645
Graduation,1,75702,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,47,1148,0.015164724842144197,2,669
PhD,0,30899,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,40,33,0.001067995728017088,1,624
PhD,1,63342,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,53,1101,0.017381831959837075,1,621
Graduation,0,45989,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,50,322,0.007001674313422775,1,615
Graduation,0,18701,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,50,44,0.002352815357467515,2,390
PhD,0,40737,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,57,17,0.0004173110440140413,3,203
Graduation,0,15287,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,35,31,0.0020278668149407994,1,627
PhD,0,69674,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,46,845,0.012127909980767574,2,403
Master,1,44159,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,44,275,0.006227496093661541,1,12
PhD,1,37717,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,36,25,0.0006628310841265212,1,583
Master,1,43776,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,62,275,0.006281980994152047,2,511
Master,1,38179,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,48,90,0.0023573168495769924,2,472
Graduation,1,80124,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,51,1495,0.018658579202236535,0,3
PhD,1,38097,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,44,184,0.004829776622831194,2,622
Graduation,1,72940,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,44,981,0.01344941047436249,0,375
Graduation,1,22070,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,44,67,0.003035795197100136,1,268
Graduation,0,69267,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,61,1635,0.02360431374247477,0,645
Master,0,31788,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,31,60,0.001887504718761797,1,101
PhD,1,61905,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,39,231,0.0037315241095226557,1,145
Graduation,1,29315,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,54,48,0.0016373870032406618,2,84
Graduation,0,33378,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,51,99,0.0029660255257954343,2,508
PhD,1,66313,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,51,770,0.011611599535536019,1,286
Graduation,0,60714,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,58,957,0.015762427117304082,0,528
Master,1,77882,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,33,818,0.010503068745024524,0,60
PhD,0,69867,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,28,925,0.01323944065152361,0,453
Master,0,63841,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,46,908,0.014222834855343744,1,434
Basic,1,24480,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,33,102,0.004166666666666667,1,503
Graduation,1,51369,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,38,576,0.011212988378204754,1,612
Graduation,1,37760,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,68,317,0.008395127118644067,0,667
PhD,1,65640,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,40,461,0.00702315661182206,1,120
Master,1,44319,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,39,37,0.0008348563821385861,2,73
Graduation,1,30631,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,40,70,0.002285266560020894,1,352
Graduation,1,75278,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,62,930,0.012354207072451447,0,516
Master,1,50898,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,58,859,0.016876891036975913,2,537
Graduation,0,79946,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,48,1478,0.018487479048357642,0,48
Master,0,35416,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,65,390,0.011011971990060989,0,381
2n Cycle,1,32414,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,30,52,0.001604245079286728,0,360
Graduation,1,38361,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,45,137,0.0035713354709209877,1,184
Graduation,1,82497,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,34,1919,0.02326145193158539,0,606
Graduation,1,16626,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,43,68,0.00408997955010225,2,165
Graduation,1,29672,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,49,25,0.0008425451604205986,2,474
Master,1,55951,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,62,1374,0.02455720183732194,1,675
2n Cycle,0,35388,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,26,32,0.0009042613315248107,1,479
Master,1,42386,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,28,100,0.0023592695701410843,1,532
Graduation,0,68627,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,32,825,0.012021507569906888,0,533
PhD,0,57912,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,49,916,0.015817101809642214,1,104
Graduation,0,35246,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,56,62,0.0017590648584236508,2,74
2n Cycle,1,58821,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,58,728,0.012376532190884209,1,260
PhD,1,46377,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,36,90,0.0019406171162429653,1,120
Graduation,0,39747,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,26,273,0.006868442901351046,1,77
Graduation,1,23976,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,30,66,0.0027527527527527527,1,184
Master,1,80950,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,53,1213,0.014984558369363805,0,458
Graduation,0,27038,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,48,107,0.003957393298320882,0,649
Graduation,0,77457,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,67,1157,0.014937320061453452,0,116
Master,1,64100,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,50,546,0.008517940717628705,1,292
Master,1,42670,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,22,241,0.005647996250292946,0,428
Graduation,0,12571,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,38,53,0.004216052819982499,1,162
Graduation,1,22574,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,47,37,0.0016390537786834412,3,244
Master,0,70893,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,38,1508,0.021271493659458622,0,508
Graduation,1,54198,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,48,235,0.004335953356212406,2,194
Master,1,28839,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,58,32,0.0011096085162453622,2,110
Graduation,1,40321,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,42,102,0.002529699164207237,2,335
Graduation,0,66503,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,29,401,0.006029803166774431,1,684
Graduation,1,30833,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,63,28,0.0009081179255991957,2,348
Graduation,1,64795,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,43,680,0.010494636931862027,1,528
Graduation,1,34421,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,40,30,0.00087156096568955,1,363
PhD,0,47025,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,49,20,0.0004253056884635832,2,140
PhD,0,64325,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,53,1307,0.020318694131364168,1,507
Graduation,0,40464,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,61,630,0.015569395017793594,1,534
Graduation,1,62187,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,57,1283,0.020631321658867607,0,359
PhD,0,14849,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,38,65,0.004377399151458011,1,362
Graduation,1,27255,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,30,37,0.0013575490735644835,1,234
PhD,1,54432,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,64,38,0.0006981187536743092,3,416
PhD,0,29999,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,28,160,0.005333511117037235,1,501
Graduation,0,24072,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,31,23,0.0009554669325357261,1,439
PhD,0,33996,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,25,71,0.002088480997764443,0,291
PhD,1,66334,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,58,1161,0.017502336659933067,1,452
Master,1,35178,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,43,59,0.0016771846040138723,1,535
Graduation,1,22010,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,31,33,0.0014993184915947297,1,364
Graduation,0,62204,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,54,946,0.015208025207382162,2,655
Graduation,0,75693,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,46,1442,0.019050638764482847,0,570
Graduation,1,30675,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,42,62,0.00202118989405053,1,594
Graduation,1,83003,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,49,1674,0.020167945736901075,0,483
PhD,1,83532,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,115,1853,0.022183115452760617,0,276
Graduation,0,68655,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,26,1538,0.022401864394435946,0,688
Graduation,0,41411,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,28,139,0.0033565960735070393,0,204
PhD,1,55212,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,45,1182,0.021408389480547706,1,583
PhD,1,59292,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,64,507,0.00855090062740336,1,381
Basic,1,27190,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,41,18,0.0006620080912100037,1,318
Graduation,0,82623,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,62,940,0.011376977354973797,0,231
Graduation,1,44300,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,49,42,0.0009480812641083522,2,371
Graduation,0,84835,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,44,1190,0.014027229327518124,0,13
Graduation,0,30372,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,43,44,0.0014487027525352297,2,551
Master,1,33181,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,38,16,0.00048220367077544377,1,177
Graduation,1,71113,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,57,835,0.011741875606429204,1,194
Graduation,1,71952,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,28,1443,0.020055036691127417,1,535
PhD,0,69759,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,48,1029,0.01475078484496624,0,244
Graduation,1,72099,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,40,1188,0.016477343652477845,0,610
PhD,0,60000,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,38,1277,0.021283333333333335,1,554
Graduation,0,38643,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,36,49,0.0012680174934658283,2,212
Graduation,1,50737,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,59,99,0.001951238740958275,1,414
PhD,1,68462,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,45,1670,0.024393093979141713,0,564
Master,1,65073,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,71,900,0.01383062099488267,0,313
PhD,1,46681,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,66,425,0.009104346522139628,2,264
Graduation,1,78618,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,57,2153,0.027385585998117478,0,639
PhD,0,62187,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,45,636,0.010227217907279656,1,99
Graduation,1,28442,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,36,57,0.0020040784754939878,2,125
PhD,1,37717,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,36,25,0.0006628310841265212,1,583
Graduation,1,51479,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,47,494,0.009596146001282077,2,548
Graduation,0,54803,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,45,693,0.012645293140886448,1,677
Graduation,1,79530,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,54,1348,0.016949578775304917,0,408
Graduation,0,31615,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,38,51,0.0016131583109283568,1,470
Graduation,1,72025,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,52,1932,0.026824019437695246,0,589
PhD,0,52614,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,39,990,0.01881628463906945,1,575
2n Cycle,1,35684,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,30,30,0.0008407129245600269,1,68
Graduation,1,48178,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,39,254,0.005272115903524431,2,609
Master,0,29548,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,44,29,0.0009814539055096791,1,304
Graduation,0,63810,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,48,1371,0.02148566055477198,1,595
PhD,0,38578,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,42,73,0.0018922702058167867,2,372
Master,0,46098,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,39,120,0.0026031498112716388,2,680
Graduation,0,22585,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,44,81,0.0035864511844144343,0,468
Graduation,0,30279,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,25,37,0.0012219690214339972,1,546
PhD,1,66426,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,53,1377,0.020729834703278837,1,270
Graduation,0,30822,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,45,51,0.0016546622542339888,1,380
PhD,1,33581,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,45,17,0.0005062386468538757,2,537
Graduation,1,19986,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,29,22,0.0011007705393775644,1,227
Graduation,0,27421,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,60,324,0.011815761642536742,0,564
2n Cycle,1,35688,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,41,211,0.005912351490697153,3,676
Master,0,36143,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,33,19,0.0005256896217801511,1,91
Graduation,0,10245,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,43,41,0.004001952171791117,1,410
Master,1,43795,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,46,492,0.011234159150587966,1,256
Graduation,1,63381,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,54,1005,0.015856486959814457,1,632
Graduation,1,38823,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,65,114,0.002936403678231976,1,668
PhD,0,83664,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,46,1173,0.014020367183017786,2,417
Graduation,1,90300,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,35,1738,0.019246954595791805,0,177
Master,1,62499,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,35,222,0.0035520568329093266,1,202
Graduation,0,74293,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,21,1127,0.015169666051983364,0,56
PhD,1,51012,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,68,209,0.00409707519799263,0,437
Master,1,70777,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,46,787,0.011119431453720841,1,124
PhD,1,68682,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,1598,0.023266649194839988,0,266
Graduation,1,43824,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,43,186,0.004244249726177437,2,652
Graduation,1,15345,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,30,47,0.003062886933854676,1,667
Graduation,0,23442,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,27,27,0.001151778858459176,1,552
2n Cycle,1,14515,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,34,96,0.0066138477437134,1,597
2n Cycle,0,31395,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,58,64,0.0020385411689759518,2,463
Graduation,1,75276,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,49,1040,0.013815824432754132,0,640
Graduation,0,42373,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,40,163,0.0038467892289901586,2,318
Graduation,1,30507,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,54,343,0.011243321204969351,0,475
PhD,0,55521,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,59,446,0.008032996523837828,3,250
Graduation,1,48006,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,49,41,0.0008540599091780194,2,20
PhD,0,27213,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,42,70,0.002572300003674714,1,668
PhD,0,65808,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,43,272,0.004133236080719669,2,30
PhD,1,30351,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,40,46,0.001515600803927383,1,388
Graduation,1,50437,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,51,490,0.009715090112417472,2,620
2n Cycle,0,23616,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,32,79,0.003345189701897019,1,589
Graduation,1,53858,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,38,915,0.0169891195365591,1,597
PhD,1,66465,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,59,1485,0.02234258632362898,1,456
Graduation,0,46923,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,27,369,0.007863947317946422,1,676
Graduation,1,75072,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,52,1073,0.014292945439045183,1,522
PhD,1,75865,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,71,1242,0.016371185658735913,0,90
2n Cycle,1,19789,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,39,78,0.0039415837081206734,1,221
Graduation,1,80134,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,20,1378,0.017196196371078443,0,135
Graduation,0,91065,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,33,1474,0.0161862405973755,0,492
Master,1,49505,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,43,751,0.01517018482981517,2,481
PhD,1,37401,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,41,48,0.0012833881447020133,1,54
Graduation,1,30096,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,31,45,0.0014952153110047847,1,38
Master,1,18492,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,32,10,0.0005407743889249405,1,24
Master,1,82584,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,40,1435,0.017376247214956893,0,390
PhD,1,93027,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,73,2119,0.022778333172089823,0,442
Graduation,1,48686,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,61,20,0.0004107957112927741,3,207
Graduation,1,92910,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,28,1795,0.01931977182219352,0,66
Graduation,1,75433,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,25,1188,0.015749075338379753,1,85
2n Cycle,1,10404,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,25,43,0.004133025759323337,1,56
Graduation,1,61314,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,46,1008,0.01643996477150406,1,430
PhD,0,84865,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,53,1688,0.019890414187238557,0,416
Graduation,1,42387,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,25,684,0.016137023143888457,1,608
